source,word,auditory,gustatory,haptic,interoceptive,olfactory,visual
gem15,MICROBREW,0,0.49,0,0,0.748,0
gem15,MISCELLANEOUS,0,0,0,0.39,0,0
gem15,MODERATION,0,0,0,0.49,0,0.4
gem15,MONOCHROME,0.4,0.39,0.4,1.863,0.39,1.502
gem15,MONOGAMIST,0.42,0,0.49,0.42,0.4,0.49
gem15,MUCKINESS,0,0,0.844,0.39,0.456,0.748
gem15,MUNCHKIN,0.39,0,0,0,0,0.748
gem15,MYSTICAL,0.42,0,0.49,0.704,0.4,1.095
gem15,MYSTICALLY,0.42,0,0.49,0.704,0.4,1.095
gem15,NEGATIVE,0.42,0.39,0.632,0.632,0.49,0.49
gem15,NEUROPSYCHIATRIC,1.138,0,0.759,0.4,0,0
gem15,NEWSREEL,0.42,0,0,0,2,1.96
gem15,NIGHT SHIFT,0.42,0,0.49,0.754,0.657,0.4
gem15,NIGHTSHIFT,0.42,0,0.49,0.839,0.4,0.748
gem15,NONUNION,0.42,0,0.49,0.379,0,0.49
gem15,NOTEPAD,0,0,0.805,0.39,0,1.166
gem15,NUTRITIOUS,0,0.748,0,0.49,0.4,0
gem15,ORDEAL,0.42,0,1.166,0.903,0.4,0.49
gem15,OUTDATE,1.138,0,0,0,0,0
gem15,OUTRAGEOUSLY,0.4,0,0,1.47,0,0.8
gem15,OUTSTAND,0.379,0,0.4,0.39,0.39,1.47
gem15,OVAL,0.39,0,0,0,0,0.748
gem15,OVENWARE,0,0,0.727,0.39,0,1.356
gem15,OVERCOMPENSATE,0.379,0,0.8,0.754,0.754,0.4
gem15,OVEREAGER,0,0,0,0.632,0,0
gem15,OVEREXTENSION,0.379,0,1.166,0.456,0.754,0.4
gem15,PACED,0.4,0,0,0.49,0,0.4
gem15,PAD,0.704,0,0.4,0.39,0.456,1.166
gem15,PAINS,0,0,1.166,1,0,0
gem15,PARATROOPS,0.41,0,0,0,0.39,1.327
gem15,PASTA,0.49,0.626,0.8,0.754,0.78,1.124
gem15,PASTIME,0,0,0,0.39,0,0
gem15,PATTERNED,0.49,0.456,0.49,1.483,0.39,1.678
gem15,PEACEMAKER,0.8,0.39,0.49,0.657,0.456,1.138
gem15,PEDIATRICIAN,0.98,0.39,0.748,1,0.39,1.051
gem15,PERCUSSION,1.678,0,0.704,0.8,0,0
gem15,PHONE COMPANY,0.704,0,0.4,0.379,0,1.095
gem15,PHONETICALLY,1.259,0,0.4,1.863,0.754,0.4
gem15,PHOTOENGRAVING,0.49,0.39,0.4,1.483,0.39,1.502
gem15,PIE,0.49,0.844,0.8,0.754,0.78,1.124
gem15,PINE,0,0,0.41,0,0.754,1.327
gem15,PLAINTIFF,0.657,0.39,0.49,0.42,0.39,0.632
gem15,POKER GAME,0.41,0,0.39,0,0,1.166
gem15,POLLUTER,0.456,0,0,0,0,0.49
gem15,POMPOM,0.39,0,0.775,0,0,1.095
gem15,PONTOON,0.41,0.39,0.49,0.42,0.39,0.4
gem15,POOCH,0.49,0.456,0.632,0.657,0.39,1.095
gem15,POSTING,0.839,0,0.4,0.39,0.456,1.265
gem15,POTHOOK,0,0.4,0.42,0,0,1.02
gem15,PREGNANCY,0,0,0.632,1.671,1.17,0
gem15,PRETENSE,0,0,0,0.39,0,0
gem15,PRICKLING,0,0,0.4,1.183,0,0
gem15,PROCLAMATION,1.095,0,0.4,0.39,0.754,0.8
gem15,PRODUCTIVENESS,0.657,0.39,0.49,0.704,0.39,0.632
gem15,PROPHYLACTIC,1.138,0,0,0.4,0,0
gem15,PUNITIVE,0,0,0,0.632,0,0.4
gem15,PUT OFF,0.379,0,0.49,0.456,0.754,0.4
gem15,PYROTECHNICAL,0.748,0.39,0.49,1.203,0.39,1.259
gem15,RAKING,0.49,0.754,0.4,0.657,0.39,0.704
gem15,REDELIVERY,0.657,0.39,0.49,0.42,0.39,0.632
gem15,REDNECK,0.456,0,0,0,0,0.49
gem15,REFLEX,0,0,0.759,0.98,0,0.4
gem15,REFRESHMENT,0,0.748,0,0.49,0.4,0
gem15,REGIONAL,0.42,0,0.49,0.379,0,0.748
gem15,REGULATED,0,0,0,0.49,0,0.4
gem15,REPORTABLE,0.4,0,0,0.49,0,0.8
gem15,REPUTED,0,0,0,0.39,0,0
gem15,RESTFUL,0.379,0,0.98,1.183,0.754,0.4
gem15,RESULTANT,0,0,0,0.39,0,0
gem15,REVOKE,0,0,0,0.49,0,0.4
gem15,RIDDANCE,1.138,0,0,0,0,0
gem15,RUGBY,0.8,0.754,0.8,0.844,0.456,0.885
gem15,RULE,1.138,0,0,0,0,0
gem15,RUNTIME,0,0,0,0.49,0,0.4
gem15,SANDBOX,0.41,0.39,0.748,0.42,0.39,0.49
gem15,SAUERKRAUT,0.49,1.095,0.748,0.456,0.754,1.028
gem15,SAVE,1.051,0,0.4,0.39,0.754,0.8
gem15,SCORELESS,0.775,0.39,0.49,0.42,0.39,0.632
gem15,SECTIONAL,0.39,0,1.627,0.78,0,1.356
gem15,SEEPED,0.49,0.456,0.632,0.456,0.39,0.704
gem15,SEISMIC,1.502,0,1.051,0.8,0,0
gem15,SERENDIPITOUS,0.379,0,0.4,0.456,0.39,0.4
gem15,SETTLING,0.379,0,0.748,0.894,0,0.49
gem15,SHANTY,1.095,0,0.49,0.42,1.939,1.166
gem15,SHIN,0,0,1.124,0.98,0,1.2
gem15,SINGLENESS,1.138,0,0,0,0,0
gem15,SKIPPING,0.41,0.39,0.4,0.704,0.39,1.02
gem15,SLEEPING BEAUTY,0.41,0,0.98,0.839,0.39,1.327
gem15,SMALL HOURS,0,0,0,0.39,0,0
gem15,SMARTCARD,0.379,0,0.748,0.379,0,1.166
gem15,SMELLINESS,0,0,0,0,1.549,0
gem15,SMOKEHOUSE,0.42,1,0.49,0.42,1.673,0.748
gem15,SNAKE CHARMER,0.839,0,0.49,0.42,1.939,1.356
gem15,SNATCHER,0.657,0.39,0.8,0.704,0.39,1.02
gem15,SNUFF,0,0.4,0,0,1.528,0
gem15,SOOTHSAYING,1.095,0,0,0,0,0
gem15,SPAMMER,0.456,0,0,0,0,0.49
gem15,SPASM,0.379,0,1.051,0.49,0,0
gem15,SPEARING,0.42,0,1.02,0.379,0.4,0.98
gem15,SPIRITLESSLY,0,0,0.8,0.963,0,0
gem15,SPLITTING,0.49,0.456,0.894,1.035,0.39,1.051
gem15,SPONGE,0.456,0,0.748,0.42,0.39,0.8
gem15,SQUEEZER,0.379,0,0.4,0.78,0.39,0.4
gem15,STAMPING,0.704,0,1.327,0.31,0.4,0.748
gem15,STATICALLY,0.379,0,0.49,0.379,0,0.748
gem15,STEAK,0.179,1.22,0.98,0.42,1.507,1.02
gem15,STRENUOUSLY,0,0,0.748,0.632,0,0
gem15,STRIKER,0.657,0.78,0.49,0.42,0.39,1.02
gem15,STUPEFY,0.379,0,0.4,0.912,1.11,0.4
gem15,SUAVELY,0.42,0,0.894,0.42,0.4,1.095
gem15,SUGGESTING,1.095,0,0,0,0,0
gem15,SUMMARIZE,1.138,0,0,0.39,0,0
gem15,SUNBATHER,0.49,0.456,0.4,1.359,0.456,1.259
gem15,SURPASS,0,0,0,0.49,0,0.4
gem15,TALENTED,0.657,0.39,0.49,0.42,0.39,0.632
gem15,TALKING,1.47,0,0,1.549,0,0.8
gem15,TASTEFULNESS,1.63,1.359,1.855,0.42,1.095,1.095
gem15,TEATIME,0.8,1.2,0,0.4,0.738,0.8
gem15,TEENAGED,1.138,0,0,0,0,0
gem15,TELEPORTATION,1.138,0,0,0,0,0
gem15,TELETYPEWRITER,0.632,0.456,0.632,1,0.39,1.051
gem15,THAW,0.456,0,0.632,0.31,0.39,0.4
gem15,THORNILY,0,0,0.903,0.98,0,0.4
gem15,THRILLER,1.051,0,1.265,0.885,1.939,0.8
gem15,THRILLING,1.138,0,0.98,1.183,1.11,0.98
gem15,TIN,0,0,0.894,0.4,0,1.02
gem15,TIRELESS,0,0,0.8,0.775,0,0
gem15,TO,0,0,0,0,0,0
gem15,TOGA,0.49,0.456,1.02,1.11,0,1.502
gem15,TOUR GUIDE,1.02,0.456,0.49,1.035,0.39,1.051
gem15,TOWEL RAIL,0,0,0.727,0.39,0,1.356
gem15,TRACTION,0.379,0,0.49,0.78,0.39,0.4
gem15,TRANSFORMING,0.456,0.39,0.456,0,0.39,1.166
gem15,TRANSLUCENCY,0,0,0,0,0,0.4
gem15,TRANSPARENT,0,0,0,0,0,0.49
gem15,TRAVELED,0.42,0,0.49,0.42,0.4,0.98
gem15,TRUCK STOP,0.839,0.456,0.748,0.42,0.49,1.356
gem15,TUBING,0.42,0,1.356,0.42,0.4,0.894
gem15,UNAPPROACHABLE,0.4,0.39,0.49,0.754,0.39,1.138
gem15,UNBIASED,0,0,0,0.39,0,0
gem15,UNCONNECTED,0.41,0,0.49,0.42,0.39,0.4
gem15,UNCONTAINED,0.704,0,0.748,0.632,0.4,0.748
gem15,UNDERRATE,0.379,0,0.4,0.456,0.39,0.4
gem15,UNDERWRITER,1.095,0,0.4,0.39,0.39,0.8
gem15,UNDILUTED,0.4,0.41,0.4,0.39,0.39,0.379
gem15,UNEVALUATED,0.379,0,0.4,0.39,0.39,0.4
gem15,UNIMAGINABLY,0,0,0,0.39,0,0
gem15,UNNERVED,0.379,0,1.356,1.368,1.11,0.4
gem15,UNNOTED,0,0,0,0,0,0
gem15,UNSATURATED,0.41,0.456,0.49,0.42,0.456,0.4
gem15,UNSENTIMENTALLY,0,0,0,0.39,0,0
gem15,UNSHAPELY,0.39,0,0.41,0,0,1.166
gem15,UNWARRANTEDLY,0,0,0,0.49,0,0
gem15,UNWORLDLY,0,0,0,0.49,0,0.8
gem15,UPROARIOUSLY,1.095,0,0,1.47,0,0.8
gem15,UROLOGIST,0.41,0.39,0.49,0.42,0.39,0.632
gem15,VACCINATE,0,0,0.379,1.166,0,0.4
gem15,VALUE SYSTEM,0,0,0,0.78,0,0
gem15,VERBALIZATION,1.259,0,0,0,0,0
gem15,VIDEOCONFERENCE,1.59,0,0,0,0,1.356
gem15,VISION,0,0,0,0,0,0
gem15,VOW,0,0,0,0.39,0,0
gem15,WAKEFULNESS,0,0,0,0.727,0,0
gem15,WANDERER,0.657,0.39,0.49,0.42,0.39,0.748
gem15,WATCHFULLY,0.4,0.39,0.4,0.754,0.39,1.518
gem15,WATER SOFTENER,0.4,0,0,0,0,0.98
gem15,WED,0.42,0,0.748,0.379,0,0.894
gem15,WHATEVER,0,0,0,0.39,0,0
gem15,WIGGLER,0,0,0,0.4,0,1.2
gem15,WINE,0.179,1.262,0.632,0.42,1.23,0.748
gem15,WITHSTOOD,1.138,0,0,0.4,0,0
gem15,WORKTABLE,0.41,0.39,0.632,0.42,0.39,0.4
gem15,YANK,0,0,1.028,0.8,0,0.4
